judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content
"Aneka Menu Sehat & Lezat untuk Penderita Asam Urat, Diabetes, Hipertensi & Stroke",Anggi Primastuti,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,aneka menu sehat  lezat untuk penderita asam urat diabetes hipertensi  stroke anggi primastuti teknologi umum
Sistem Kelistrikan Motor,Daryanto,621.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,sistem kelistrikan motor daryanto teknologi umum
Wisata Supranatural di Pulau Jawa,Sutrisno Raharjo,133,Penyiangan 2025-2,umum,umum,umum umum,wisata supranatural di pulau jawa sutrisno raharjo umum umum
"Misteri Tidur : Rahasia Kesehatan, Kepribadian, dan Keajaiban Lain di Balik Tidur Anda",Ahmad Syawqi Ibrahim,613.7,Penyiangan 2025-2,teknologi,umum,teknologi umum,misteri tidur  rahasia kesehatan kepribadian dan keajaiban lain di balik tidur anda ahmad syawqi ibrahim teknologi umum
Panduan Praktis Shalat Wajib & Sunnah,Abdul Bakir,297.412,Penyiangan 2025-2,agama,umum,agama umum,panduan praktis shalat wajib  sunnah abdul bakir agama umum
Nasionalisme Kiai : Konstruksi Sosial Berbasis Agama,Ali Maschan Moesa,297.032,Penyiangan 2025-2,agama,umum,agama umum,nasionalisme kiai  konstruksi sosial berbasis agama ali maschan moesa agama umum
99 Inspirasi Pagi untuk Setiap Muslim,Muhammad H.Bashori,297,Penyiangan 2025-2,agama,umum,agama umum, inspirasi pagi untuk setiap muslim muhammad hbashori agama umum
Top 50 Bisnis Kuliner Unik Super Kreatif,Rapatata,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,top  bisnis kuliner unik super kreatif rapatata teknologi umum
Hari-Hari Terakhir Che Guevara : Bolivia 7 November 1966 - 7 Oktober 1967,"Guevara, Che",923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,harihari terakhir che guevara  bolivia  november    oktober  guevara che sejarah umum
Ketrampilan Kejuruan Konstruksi Kayu,Daryanto,694.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,ketrampilan kejuruan konstruksi kayu daryanto teknologi umum
Daun Berserakan: Sebuah Renungan Hati,budi handrianto,297.715,Penyiangan 2025-2,agama,umum,agama umum,daun berserakan sebuah renungan hati budi handrianto agama umum
Jomblo Istiqomah,Zain Malik,297.431.1,Penyiangan 2025-2,agama,umum,agama umum,jomblo istiqomah zain malik agama umum
"Coming Soon...""sssttt...jangan berisik, sebentar lagi pertunjukan akan dimulai""",Ari Keling,FIK,Penyiangan 2025-2,umum,umum,umum umum,coming soonssstttjangan berisik sebentar lagi pertunjukan akan dimulai ari keling umum umum
Tahukah Anda ? Makanan Berbahaya Untuk Diabetes,Agus_Satriani,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,tahukah anda  makanan berbahaya untuk diabetes agussatriani teknologi umum
Mental Baja Dan Gila Jadi Pengusaha UKM Usaha Kecil Milyaran,Royke Sahetapi,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,mental baja dan gila jadi pengusaha ukm usaha kecil milyaran royke sahetapi teknologi umum
Mental Baja Dan Gila Jadi Pengusaha UKM Usaha Kecil Milyaran,Royke Sahetapi,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,mental baja dan gila jadi pengusaha ukm usaha kecil milyaran royke sahetapi teknologi umum
Sejarah Kejayaan Singasari dan Kitab Para Datu: Menyingkap Singasari Berdasarkan Fakta Sejarah,Sri Wintala Achmad,959.801,Penyiangan 2025-2,sejarah,umum,sejarah umum,sejarah kejayaan singasari dan kitab para datu menyingkap singasari berdasarkan fakta sejarah sri wintala achmad sejarah umum
Artispun Bertuhan Menembus Batas-batas Aqidah & Syariah,Bambang Saputra,297.3,Penyiangan 2025-2,agama,umum,agama umum,artispun bertuhan menembus batasbatas aqidah  syariah bambang saputra agama umum
Kisah-kisah Kehamilan & Kelahiran yang Paling Mengharukan,Nurul Chomaria,612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,kisahkisah kehamilan  kelahiran yang paling mengharukan nurul chomaria teknologi umum
Segala Hal Tentang Shalat Wajib & Sunah,Ahmad Harjani,297.412,Penyiangan 2025-2,agama,umum,agama umum,segala hal tentang shalat wajib  sunah ahmad harjani agama umum
Haji Kaya-Haji Miskin Rich Hajj & Poor Hajj,Tri Harjanto,297.415,Penyiangan 2025-2,agama,umum,agama umum,haji kayahaji miskin rich hajj  poor hajj tri harjanto agama umum
99 Kekuatan Maha Dasyat Asma'ul Husna,Ilham Samudra,297.211,Penyiangan 2025-2,agama,umum,agama umum, kekuatan maha dasyat asmaul husna ilham samudra agama umum
Menggugat Sang Bima,Muslimin Hamzah,128,Penyiangan 2025-2,umum,umum,umum umum,menggugat sang bima muslimin hamzah umum umum
"Aneka kue Kukus Paling Favorit, Populer, Istimewa",Marliana Laila,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,aneka kue kukus paling favorit populer istimewa marliana laila teknologi umum
Cara Cepat Merencanakan & Menghitung RAB,Irika Widiasanti,728.3,Penyiangan 2025-2,umum,umum,umum umum,cara cepat merencanakan  menghitung rab irika widiasanti umum umum
Tahukah Anda ? Makanan Berbahaya Untuk Diabetes,Agus_Satriani,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,tahukah anda  makanan berbahaya untuk diabetes agussatriani teknologi umum
Mental Baja Dan Gila Jadi Pengusaha UKM Usaha Kecil Milyaran,Royke Sahetapi,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,mental baja dan gila jadi pengusaha ukm usaha kecil milyaran royke sahetapi teknologi umum
Penyembuhan Alami dengan Pijat Urat & Obat Kuno,MB. Rahimsyah AR,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,penyembuhan alami dengan pijat urat  obat kuno mb rahimsyah ar teknologi umum
Sejarah Kejayaan Singasari dan Kitab Para Datu: Menyingkap Singasari Berdasarkan Fakta Sejarah,Sri Wintala Achmad,959.801,Penyiangan 2025-2,sejarah,umum,sejarah umum,sejarah kejayaan singasari dan kitab para datu menyingkap singasari berdasarkan fakta sejarah sri wintala achmad sejarah umum
Artispun Bertuhan Menembus Batas-batas Aqidah & Syariah,Bambang Saputra,297.3,Penyiangan 2025-2,agama,umum,agama umum,artispun bertuhan menembus batasbatas aqidah  syariah bambang saputra agama umum
Kisah-kisah Kehamilan & Kelahiran yang Paling Mengharukan,Nurul Chomaria,612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,kisahkisah kehamilan  kelahiran yang paling mengharukan nurul chomaria teknologi umum
Segala Hal Tentang Shalat Wajib & Sunah,Ahmad Harjani,297.412,Penyiangan 2025-2,agama,umum,agama umum,segala hal tentang shalat wajib  sunah ahmad harjani agama umum
Haji Kaya-Haji Miskin Rich Hajj & Poor Hajj,Tri Harjanto,297.415,Penyiangan 2025-2,agama,umum,agama umum,haji kayahaji miskin rich hajj  poor hajj tri harjanto agama umum
99 Kekuatan Maha Dasyat Asma'ul Husna,Ilham Samudra,297.211,Penyiangan 2025-2,agama,umum,agama umum, kekuatan maha dasyat asmaul husna ilham samudra agama umum
Menggugat Sang Bima,Muslimin Hamzah,128,Penyiangan 2025-2,umum,umum,umum umum,menggugat sang bima muslimin hamzah umum umum
Cinta Metrosex,Key,FIK,Penyiangan 2025-2,umum,umum,umum umum,cinta metrosex key umum umum
Hidup Sehat Ala Vegetarian,Dydie Prameswari,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,hidup sehat ala vegetarian dydie prameswari teknologi umum
202 Motivasi Dosis Tinggi Untuk Salesman,Gilang Pamungkas,658.31,Penyiangan 2025-2,teknologi,umum,teknologi umum, motivasi dosis tinggi untuk salesman gilang pamungkas teknologi umum
Inspirasi Teaching: Mendidik Penuh Inspirasi,Taufik Tea,371.1,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,inspirasi teaching mendidik penuh inspirasi taufik tea sosial politik umum
Mental Baja Dan Gila Jadi Pengusaha UKM Usaha Kecil Milyaran,Royke Sahetapi,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,mental baja dan gila jadi pengusaha ukm usaha kecil milyaran royke sahetapi teknologi umum
Menjadi Karyawan Kesayangan si Bos : 88 Taktik Menaklukkan Pekerjaan dan Hati Atasan Anda,Bagas Pratama,158.2,Penyiangan 2025-2,umum,umum,umum umum,menjadi karyawan kesayangan si bos   taktik menaklukkan pekerjaan dan hati atasan anda bagas pratama umum umum
Cara Cerdas Menjual : Kiat Menjual yang Aplikatif dan Andal,"Puriyono,A.",658.85,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara cerdas menjual  kiat menjual yang aplikatif dan andal puriyonoa teknologi umum
Artispun Bertuhan Menembus Batas-batas Aqidah & Syariah,Bambang Saputra,297.3,Penyiangan 2025-2,agama,umum,agama umum,artispun bertuhan menembus batasbatas aqidah  syariah bambang saputra agama umum
"Buah, Sayur, Makanan dan Minuman Pantang Keras Ibu Hamil",AH. Zain Malik,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,buah sayur makanan dan minuman pantang keras ibu hamil ah zain malik teknologi umum
Haji Kaya-Haji Miskin Rich Hajj & Poor Hajj,Tri Harjanto,297.415,Penyiangan 2025-2,agama,umum,agama umum,haji kayahaji miskin rich hajj  poor hajj tri harjanto agama umum
Biografi Imam Abu Hanifah,Tariq Suwaidan,297.984,Penyiangan 2025-2,agama,umum,agama umum,biografi imam abu hanifah tariq suwaidan agama umum
99 Kekuatan Maha Dasyat Asma'ul Husna,Ilham Samudra,297.211,Penyiangan 2025-2,agama,umum,agama umum, kekuatan maha dasyat asmaul husna ilham samudra agama umum
Menggugat Sang Bima,Muslimin Hamzah,128,Penyiangan 2025-2,umum,umum,umum umum,menggugat sang bima muslimin hamzah umum umum
Cinta Metrosex,Key,FIK,Penyiangan 2025-2,umum,umum,umum umum,cinta metrosex key umum umum
Hidup Sehat Ala Vegetarian,Dydie Prameswari,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,hidup sehat ala vegetarian dydie prameswari teknologi umum
202 Motivasi Dosis Tinggi Untuk Salesman,Gilang Pamungkas,658.31,Penyiangan 2025-2,teknologi,umum,teknologi umum, motivasi dosis tinggi untuk salesman gilang pamungkas teknologi umum
Inspirasi Teaching: Mendidik Penuh Inspirasi,Taufik Tea,371.1,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,inspirasi teaching mendidik penuh inspirasi taufik tea sosial politik umum
Penyembuhan Alami dengan Pijat Urat & Obat Kuno,MB. Rahimsyah AR,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,penyembuhan alami dengan pijat urat  obat kuno mb rahimsyah ar teknologi umum
Menjadi Karyawan Kesayangan si Bos : 88 Taktik Menaklukkan Pekerjaan dan Hati Atasan Anda,Bagas Pratama,158.2,Penyiangan 2025-2,umum,umum,umum umum,menjadi karyawan kesayangan si bos   taktik menaklukkan pekerjaan dan hati atasan anda bagas pratama umum umum
Cara Cerdas Menjual : Kiat Menjual yang Aplikatif dan Andal,"Puriyono,A.",658.85,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara cerdas menjual  kiat menjual yang aplikatif dan andal puriyonoa teknologi umum
Artispun Bertuhan Menembus Batas-batas Aqidah & Syariah,Bambang Saputra,297.3,Penyiangan 2025-2,agama,umum,agama umum,artispun bertuhan menembus batasbatas aqidah  syariah bambang saputra agama umum
"Buah, Sayur, Makanan dan Minuman Pantang Keras Ibu Hamil",AH. Zain Malik,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,buah sayur makanan dan minuman pantang keras ibu hamil ah zain malik teknologi umum
Haji Kaya-Haji Miskin Rich Hajj & Poor Hajj,Tri Harjanto,297.415,Penyiangan 2025-2,agama,umum,agama umum,haji kayahaji miskin rich hajj  poor hajj tri harjanto agama umum
Biografi Imam Abu Hanifah,Tariq Suwaidan,297.984,Penyiangan 2025-2,agama,umum,agama umum,biografi imam abu hanifah tariq suwaidan agama umum
99 Kekuatan Maha Dasyat Asma'ul Husna,Ilham Samudra,297.211,Penyiangan 2025-2,agama,umum,agama umum, kekuatan maha dasyat asmaul husna ilham samudra agama umum
Menggugat Sang Bima,Muslimin Hamzah,128,Penyiangan 2025-2,umum,umum,umum umum,menggugat sang bima muslimin hamzah umum umum
"Aneka kue Kukus Paling Favorit, Populer, Istimewa",Marliana Laila,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,aneka kue kukus paling favorit populer istimewa marliana laila teknologi umum
Cara Cepat Merencanakan & Menghitung RAB,Irika Widiasanti,728.3,Penyiangan 2025-2,umum,umum,umum umum,cara cepat merencanakan  menghitung rab irika widiasanti umum umum
Alunan Inspiratif Kebaya,Weinalea Dirgandini,646.3,Penyiangan 2025-2,teknologi,umum,teknologi umum,alunan inspiratif kebaya weinalea dirgandini teknologi umum
Manajemen Pendidikan Berbasis pada Madrasah,Fatah Syukur NC,297.73,Penyiangan 2025-2,agama,umum,agama umum,manajemen pendidikan berbasis pada madrasah fatah syukur nc agama umum
Demokrasi atau Syura,Taufiq Muhammad Asy-Syawi,297.62,Penyiangan 2025-2,agama,umum,agama umum,demokrasi atau syura taufiq muhammad asysyawi agama umum
Aplikasi Material Pada Dinding,Resti Luthfita,721.2,Penyiangan 2025-2,umum,umum,umum umum,aplikasi material pada dinding resti luthfita umum umum
Kitab Game Khusus Paud: Dari Permainan Tradisional Hingga Modern,Rofi La Ontong,372.2,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,kitab game khusus paud dari permainan tradisional hingga modern rofi la ontong sosial politik umum
Keluarga Dari Neraka Hutang: 101 Cara Hidup Sehat Tanpa Belitan Hutang,Hartono Liem K.,332.024,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,keluarga dari neraka hutang  cara hidup sehat tanpa belitan hutang hartono liem k sosial politik umum
Berdosa... Tapi Masuk Surga Karena Kesempurnaan Hanya Milik Allah,Abu Firly Bassam Taqiy,297.355,Penyiangan 2025-2,agama,umum,agama umum,berdosa tapi masuk surga karena kesempurnaan hanya milik allah abu firly bassam taqiy agama umum
Cara Allah Menolong Hambanya,Kasimun,297.313,Penyiangan 2025-2,agama,umum,agama umum,cara allah menolong hambanya kasimun agama umum
Astrologi Cina Membaca Peruntungan Anda Dengan Horoskop Cina,Ira Triyonggo,133.5,Penyiangan 2025-2,umum,umum,umum umum,astrologi cina membaca peruntungan anda dengan horoskop cina ira triyonggo umum umum
Lagu Opick Inspirasiku 30 Kisah Menggugah di Balik Lagu Opick,Arien Ratih,297.678,Penyiangan 2025-2,agama,umum,agama umum,lagu opick inspirasiku  kisah menggugah di balik lagu opick arien ratih agama umum
Biografi Imam Malik: Kisah Perjalanan dan Pelajaran Hidup Sang Imam Madinah,Tariq Suwaidan,297.982.1,Penyiangan 2025-2,agama,umum,agama umum,biografi imam malik kisah perjalanan dan pelajaran hidup sang imam madinah tariq suwaidan agama umum
Mistek Kejawen: Menguak Rahasia Hidup Orang Jawa,Petir Abimanyu,133.089.1,Penyiangan 2025-2,umum,umum,umum umum,mistek kejawen menguak rahasia hidup orang jawa petir abimanyu umum umum
Menjadi Laki-laki,Eko Novianto Nugroho,155.6,Penyiangan 2025-2,umum,umum,umum umum,menjadi lakilaki eko novianto nugroho umum umum
Cewek Smart #2,Ria Fariana,155.5,Penyiangan 2025-2,umum,umum,umum umum,cewek smart  ria fariana umum umum
Putri Langit: Kisah Nyata Satu-satunya Wanita yang Menjadi Kaisar China,Nigel Cawthorne,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,putri langit kisah nyata satusatunya wanita yang menjadi kaisar china nigel cawthorne sejarah umum
Moga Ayah Bunda Naik Haji,Indrasta,FIK,Penyiangan 2025-2,umum,umum,umum umum,moga ayah bunda naik haji indrasta umum umum
10 Jurus Dasyat Hafal Al-Quran: Rahasia Sukses Gemilang Para Hafizh Qur'an,Umar al-Faruq,297.17,Penyiangan 2025-2,agama,umum,agama umum, jurus dasyat hafal alquran rahasia sukses gemilang para hafizh quran umar alfaruq agama umum
"36 Desain Rumah 1 & 2 Lantai Modern, Klasik, Mediterania",Fariz Rachmanaputra,728.3,Penyiangan 2025-2,umum,umum,umum umum, desain rumah    lantai modern klasik mediterania fariz rachmanaputra umum umum
201 Tanya Jawab Syi'ah,Mohammad Baharun,297.82,Penyiangan 2025-2,agama,umum,agama umum, tanya jawab syiah mohammad baharun agama umum
Mutiara Cinta Yang Meruntuhkan Hati Dari Tokoh Dunia,Kirania Maidina,177,Penyiangan 2025-2,umum,umum,umum umum,mutiara cinta yang meruntuhkan hati dari tokoh dunia kirania maidina umum umum
Sabar & Syukur : Rahasia Meraih Hidup Supersukses,Yudy Effendy,297.5,Penyiangan 2025-2,agama,umum,agama umum,sabar  syukur  rahasia meraih hidup supersukses yudy effendy agama umum
MPASI Super Lengkap,Gatot Sudaryanto,664.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,mpasi super lengkap gatot sudaryanto teknologi umum
Keluarga Dari Neraka Hutang: 101 Cara Hidup Sehat Tanpa Belitan Hutang,Hartono Liem K.,332.024,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,keluarga dari neraka hutang  cara hidup sehat tanpa belitan hutang hartono liem k sosial politik umum
SNSD Girl Generation: Fakta Fenomenal Antara Talenta & Kecantikan,Maya Wulansari,927,Penyiangan 2025-2,sejarah,umum,sejarah umum,snsd girl generation fakta fenomenal antara talenta  kecantikan maya wulansari sejarah umum
Berdosa... Tapi Masuk Surga Karena Kesempurnaan Hanya Milik Allah,Abu Firly Bassam Taqiy,297.355,Penyiangan 2025-2,agama,umum,agama umum,berdosa tapi masuk surga karena kesempurnaan hanya milik allah abu firly bassam taqiy agama umum
Cara Allah Menolong Hambanya,Kasimun,297.313,Penyiangan 2025-2,agama,umum,agama umum,cara allah menolong hambanya kasimun agama umum
"Islam Yang Kulihat: Yang Ada Ditiadakan, Yang Tak Ada Diada-adakan",Fajar Istiqlal,FIK,Penyiangan 2025-2,umum,umum,umum umum,islam yang kulihat yang ada ditiadakan yang tak ada diadaadakan fajar istiqlal umum umum
Gerakan Islam Simbolik Politik Kepentingan FPI,Fuad Mustafid,297.661.9,Penyiangan 2025-2,agama,umum,agama umum,gerakan islam simbolik politik kepentingan fpi fuad mustafid agama umum
Panduan Sertifikasi Guru Berdasarkan Undang-undang Guru & Dosen,Abdul Latif,371.12,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,panduan sertifikasi guru berdasarkan undangundang guru  dosen abdul latif sosial politik anak
Fakta Fenomena Gangnam Style: Virus Tarian Kuda Yang Menguncang Dunia,Eneye Demae,792.8,Penyiangan 2025-2,umum,umum,umum umum,fakta fenomena gangnam style virus tarian kuda yang menguncang dunia eneye demae umum umum
Cara Lihai Mendapatkan Beasiswa Luar Negeri,Ambang Priyonggo,378.3,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,cara lihai mendapatkan beasiswa luar negeri ambang priyonggo sosial politik umum
Ayah Pemilik Cinta Yang terlupakan 2,Eidelweis Almira,FIK,Penyiangan 2025-2,umum,umum,umum umum,ayah pemilik cinta yang terlupakan  eidelweis almira umum umum
Putri Langit: Kisah Nyata Satu-satunya Wanita yang Menjadi Kaisar China,Nigel Cawthorne,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,putri langit kisah nyata satusatunya wanita yang menjadi kaisar china nigel cawthorne sejarah umum
Ideologi Pendidikan Pesantren,Ahmad Muthohar,297.734.1,Penyiangan 2025-2,agama,umum,agama umum,ideologi pendidikan pesantren ahmad muthohar agama umum
10 Jurus Dasyat Hafal Al-Quran: Rahasia Sukses Gemilang Para Hafizh Qur'an,Umar al-Faruq,297.17,Penyiangan 2025-2,agama,umum,agama umum, jurus dasyat hafal alquran rahasia sukses gemilang para hafizh quran umar alfaruq agama umum
"36 Desain Rumah 1 & 2 Lantai Modern, Klasik, Mediterania",Fariz Rachmanaputra,728.3,Penyiangan 2025-2,umum,umum,umum umum, desain rumah    lantai modern klasik mediterania fariz rachmanaputra umum umum
201 Tanya Jawab Syi'ah,Mohammad Baharun,297.82,Penyiangan 2025-2,agama,umum,agama umum, tanya jawab syiah mohammad baharun agama umum
Demokrasi atau Syura,Taufiq Muhammad Asy-Syawi,297.62,Penyiangan 2025-2,agama,umum,agama umum,demokrasi atau syura taufiq muhammad asysyawi agama umum
Sabar & Syukur : Rahasia Meraih Hidup Supersukses,Yudy Effendy,297.5,Penyiangan 2025-2,agama,umum,agama umum,sabar  syukur  rahasia meraih hidup supersukses yudy effendy agama umum
MPASI Super Lengkap,Gatot Sudaryanto,664.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,mpasi super lengkap gatot sudaryanto teknologi umum
